lick_id,label,bout_tag,harvest_tag,velocity_max,deceleration_min,decel_strength,electrode,spike_time,spike_type
39,0,0.0,0.0,290.1433522637797,-417.76041529164195,1343.2562604839457,0,-0.07299999999941065,SS
39,0,0.0,0.0,290.1433522637797,-417.76041529164195,1343.2562604839457,0,-0.06599999999980355,SS
39,0,0.0,0.0,290.1433522637797,-417.76041529164195,1343.2562604839457,0,-0.057999999999992724,SS
39,0,0.0,0.0,290.1433522637797,-417.76041529164195,1343.2562604839457,0,-0.04599999999936699,SS
39,0,0.0,0.0,290.1433522637797,-417.76041529164195,1343.2562604839457,0,-0.02999999999974534,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.09900000000016007,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.09100000000034925,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.08100000000013097,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.068000000000211,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.06600000000071304,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.04400000000077853,SS
40,0,0.0,0.0,322.8540797714527,-525.0378905391755,2017.8379985734146,0,-0.030000000000654836,SS
41,0,0.0,0.0,280.0594397120226,-588.0554505441808,1333.6163795808288,0,-0.08100000000013097,SS
41,0,0.0,0.0,280.0594397120226,-588.0554505441808,1333.6163795808288,0,-0.02900000000045111,SS
41,0,0.0,0.0,280.0594397120226,-588.0554505441808,1333.6163795808288,0,-0.02099999999973079,SS
41,0,0.0,0.0,280.0594397120226,-588.0554505441808,1333.6163795808288,0,-0.011999999999716238,SS
42,0,0.0,0.0,321.69144167547853,-389.59167738530687,2680.7620139647593,0,-0.09400000000005093,SS
42,0,0.0,0.0,321.69144167547853,-389.59167738530687,2680.7620139647593,0,-0.07200000000011642,SS
42,0,0.0,0.0,321.69144167547853,-389.59167738530687,2680.7620139647593,0,-0.05500000000029104,SS
42,0,0.0,0.0,321.69144167547853,-389.59167738530687,2680.7620139647593,0,-0.023000000000138243,SS
42,0,0.0,0.0,321.69144167547853,-389.59167738530687,2680.7620139647593,0,-0.011000000000422006,SS
42,0,0.0,0.0,321.69144167547853,-389.59167738530687,2680.7620139647593,0,-0.0430000000005748,CS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.09699999999975262,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.08999999999923602,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.08399999999983265,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.07399999999961437,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.05999999999949068,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.05199999999967986,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.04399999999986903,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.0319999999992433,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.02599999999983993,SS
43,0,0.0,0.0,354.4250000767365,-543.1425577172084,1763.3084580930251,0,-0.018000000000029104,SS
